tipo;longitude;latitude;bairro;iptu;preco;condominio;area;quartos;banheiros;suites;vagas;caracteristicas
Apartamento;-46.578049;-23.649175;Rudge Ramos;0;267000;0;50;2;2;1;1;[Piscina adulto,Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.547904;-23.689639;Baeta Neves;0;432500;380;77;2;2;1;1;[Academia,Churrasqueira,Espaco gourmet,Playground,Piscina,Quadra poliesportiva,Cinema,Salao de jogos,Varanda gourmet,Sauna]
Apartamento;-46.544355;-23.715182;Jardim Portugal;70;400000;700;85;3;2;1;2;[Academia,Salao de festas,Playground,Varanda]
Apartamento;-46.56832;-23.707366;Planalto;0;290000;0;48;2;1;0;1;[Academia,Churrasqueira,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.544765;-23.698144;Baeta Neves;160;510000;535;93;3;3;1;2;[Churrasqueira,Espaco gourmet,Academia,Playground,Piscina,Quadra poliesportiva,Salao de festas]
Apartamento;-46.562656;-23.666241;Vila Caminho do Mar;124;650000;745;66;2;1;1;2;
Apartamento;-46.580064;-23.646796;Rudge Ramos;0;232000;280;51;2;1;0;1;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Varanda]
Apartamento;-46.567176;-23.656885;Rudge Ramos;88;310000;470;70;3;2;0;1;[Varanda,Churrasqueira,Espaco gourmet,Piscina,Salao de festas]
Apartamento;-46.550313;-23.697194;Baeta Neves;2342;613000;692;118;3;4;3;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de jogos,Salao de festas]
Apartamento;-46.542406;-23.703172;Nova Petropolis;4522;1500000;1000;338;3;4;2;3;[SPA,Varanda gourmet]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;60;249900;290;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.547904;-23.689639;Baeta Neves;0;450000;480;77;2;1;1;1;
Apartamento;-46.569969;-23.697698;Planalto;70;215000;330;55;2;1;0;1;[Varanda,Area de servico]
Apartamento;-46.538634;-23.693594;Baeta Neves;0;290000;450;65;3;1;0;1;[Academia,Churrasqueira,Jardim,Playground,Salao de festas,Salao de jogos,Sauna]
Apartamento;-46.551647;-23.688992;Centro;0;724800;650;123;3;4;1;2;[Churrasqueira,Jardim,Espaco gourmet,Salao de festas,Playground,Academia,Piscina,Quadra poliesportiva,Cinema,Piscina adulto,Piscina infantil,Cinema,Salao de jogos,Varanda,Area de servico,Sauna,SPA,Varanda gourmet]
Apartamento;-46.56832;-23.707366;Planalto;930;550000;483;78;2;2;0;2;[Churrasqueira,Varanda gourmet,Piscina,Varanda,Sauna,Area de servico]
Apartamento;-46.543052;-23.697861;Baeta Neves;1600;530000;600;91;3;2;1;2;[Espaco gourmet,Varanda gourmet]
Apartamento;-46.578463;-23.722737;Assuncao;50;230000;250;56;2;1;0;1;
Apartamento;-46.545092;-23.706939;Nova Petropolis;80;370000;500;64;2;1;1;2;[Academia]
Apartamento;-46.580064;-23.646796;Rudge Ramos;0;290000;0;50;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.529922;-23.723388;Santa Terezinha;550;175000;400;53;2;1;0;1;
Apartamento;-46.549481;-23.685142;Vila Vivaldi;1500;525000;440;80;3;2;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.568902;-23.651333;Vila Helena;426;200000;332;65;2;1;;0;
Apartamento;-46.580064;-23.646796;Rudge Ramos;0;260000;0;55;2;2;1;1;
Apartamento;-46.545491;-23.715711;Centro;1200;468000;676;90;3;2;1;2;[Academia,Salao de jogos,Playground]
Apartamento;-46.580055;-23.64687;Rudge Ramos;0;388000;0;69;3;2;1;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.580064;-23.646796;Rudge Ramos;0;279998;0;55;2;2;1;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.538634;-23.693594;Baeta Neves;984;550000;760;80;3;1;0;1;[Churrasqueira,Espaco gourmet,Area de servico]
Apartamento;-46.56171;-23.691041;Jardim do Mar;1000;600000;900;132;4;3;1;1;[Academia,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.560499;-23.685371;Jardim do Mar;58;285000;225;68;2;1;0;1;[Area de servico]
Apartamento;-46.561093;-23.685387;Jardim do Mar;0;960000;600;150;3;3;3;3;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.550194;-23.688963;Centro;0;680000;0;123;3;3;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Sauna,SPA,Varanda gourmet]
Apartamento;-46.56875;-23.729347;Dos Casa;71;299000;275;48;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.532878;-23.720407;Santa Terezinha;0;190800;160;52;2;1;0;1;
Apartamento;-46.549342;-23.699075;Baeta Neves;82;330000;486;64;3;1;0;1;[Churrasqueira,Piscina,Varanda,Area de servico]
Apartamento;-46.594466;-23.652223;Jardim Borborema;290;259000;810;48;2;1;0;1;[Salao de festas,Playground,Salao de jogos]
Apartamento;-46.557473;-23.732653;Jardim Valdibia;0;301000;0;57;2;1;1;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.563486;-23.69087;Jardim Chacara Inglesa;0;754900;0;127;3;5;3;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.544462;-23.71246;Ferrazopolis;1;199000;370;53;2;1;0;1;[Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.562853;-23.685905;Jardim do Mar;1300;335000;530;60;2;2;1;1;[Churrasqueira,Piscina,Varanda,Area de servico]
Apartamento;-46.53429;-23.723536;Santa Terezinha;65;225000;254;50;2;1;1;2;[Churrasqueira,Playground,Salao de festas,Area de servico]
Apartamento;-46.540727;-23.715789;Santa Terezinha;80;325000;350;100;3;2;1;2;[Varanda]
Apartamento;-46.545671;-23.716908;Jardim Portugal;85;505000;500;70;2;2;1;2;[Varanda gourmet,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.560564;-23.735128;Demarchi;0;200000;463;55;2;1;0;1;[Area de servico,Academia,Salao de festas,Playground,Piscina,Quadra poliesportiva,Piscina adulto,Piscina infantil]
Apartamento;-46.558844;-23.668125;Rudge Ramos;82;369000;660;78;3;2;1;2;[Varanda,Salao de jogos,Area de servico]
Apartamento;-46.578573;-23.648492;Rudge Ramos;1;270000;1;55;2;2;1;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Salao de festas,Salao de jogos]
Apartamento;-46.543831;-23.695317;Baeta Neves;0;330000;385;64;3;2;1;2;
Apartamento;-46.546174;-23.716261;Centro;117;540000;707;91;3;3;1;2;[Churrasqueira,Varanda gourmet,Piscina,Varanda,Sauna,Area de servico]
Apartamento;-46.569504;-23.681734;Jordanopolis;55;220000;250;70;2;1;0;1;[Varanda]
Apartamento;-46.580064;-23.646796;Rudge Ramos;0;351462;345;69;3;2;1;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.581721;-23.719668;Assuncao;0;235000;330;54;2;1;0;1;
Apartamento;-46.545327;-23.715316;Centro;116;600000;496;92;3;3;1;2;[Churrasqueira,Piscina,Sauna,Playground,Academia,Salao de jogos]
Apartamento;-46.547904;-23.689639;Baeta Neves;0;1170000;980;147;3;1;3;2;[Piscina]
Apartamento;-46.559909;-23.730386;Demarchi;0;223000;0;48;2;1;0;1;
Apartamento;-46.545533;-23.69346;Baeta Neves;77;295000;590;65;2;2;1;1;[CLOSET,Varanda gourmet,Churrasqueira,Playground,Salao de festas]
Apartamento;-46.566637;-23.671353;Jardim Hollywood;0;363298;0;63;2;2;1;2;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,SPA,Area de servico,Varanda gourmet]
Apartamento;-46.551647;-23.688992;Centro;250;799000;620;123;3;3;1;2;
Apartamento;-46.56665;-23.668913;Rudge Ramos;0;380000;500;82;2;2;1;1;[Churrasqueira,Piscina,Varanda,Salao de jogos,Area de servico]
Apartamento;-46.558598;-23.709485;Vila Lusitânia;0;500000;0;70;2;2;1;1;[Salao de jogos,SPA,Area de servico]
Apartamento;-46.568396;-23.657726;Rudge Ramos;120;350000;400;204;4;4;1;9;[Churrasqueira,Academia,Salao de jogos]
Apartamento;-46.562459;-23.692909;Centro;0;450000;0;120;3;2;1;1;[Varanda,Area de servico]
Apartamento;-46.545266;-23.698276;Baeta Neves;172;593000;642;93;3;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.593429;-23.664639;Pauliceia;0;228000;0;65;2;1;0;1;
Apartamento;-46.544547;-23.698246;Baeta Neves;1897;563000;570;96;3;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.561286;-23.69567;Jardim do Mar;91;510000;770;108;3;2;2;2;[Churrasqueira,Piscina,Sauna,Varanda,Quadra poliesportiva,Academia,Salao de jogos]
Apartamento;-46.533845;-23.721497;Santa Terezinha;40;210000;234;54;2;1;0;1;
Apartamento;-46.574441;-23.657865;Rudge Ramos;74;255000;540;60;2;1;0;1;[Varanda,Churrasqueira,Salao de festas]
Apartamento;-46.581721;-23.719668;Assuncao;881;310000;357;55;2;1;;1;[Varanda,Academia,Churrasqueira,Quadra poliesportiva,Salao de jogos]
Apartamento;-46.551647;-23.688992;Centro;2500;850000;650;155;3;5;3;3;[Churrasqueira,Varanda gourmet,Piscina,Varanda,Espaco gourmet,Salao de jogos,SPA,Sauna,Area de servico]
Apartamento;-46.548066;-23.699293;Baeta Neves;175;480000;450;80;2;1;1;2;[Academia,Churrasqueira,Jardim,Piscina,Playground,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.563035;-23.685533;Jardim do Mar;80;430000;380;68;2;2;1;2;[Churrasqueira,Espaco gourmet,Salao de festas,Varanda gourmet]
Apartamento;-46.545661;-23.694261;Baeta Neves;120;350000;400;64;3;2;1;2;[Churrasqueira,Academia,Salao de jogos]
Apartamento;-46.547318;-23.692148;Baeta Neves;0;822000;1000;183;4;5;3;3;[Churrasqueira,Jardim,Academia,Salao de festas,Playground,Piscina,Sauna,Area de servico]
Apartamento;-46.570412;-23.708099;Planalto;76;274900;330;71;3;1;0;1;[Academia,Playground,Quadra poliesportiva,Salao de festas,Churrasqueira]
Apartamento;-46.54559;-23.718372;Centro;0;595000;0;104;3;2;1;2;
Apartamento;-46.551009;-23.68887;Centro;0;925000;0;156;3;4;3;3;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.568248;-23.672934;Jardim Paramount;0;363298;0;62;2;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.566637;-23.671353;Jardim Hollywood;0;425000;450;75;3;2;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Varanda gourmet]
Apartamento;-46.563869;-23.68433;Jardim do Mar;99;430000;499;70;2;2;1;2;[Churrasqueira,Espaco gourmet,Jardim,Salao de festas,Varanda gourmet]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.573918;-23.656028;Rudge Ramos;2115;690000;620;110;3;3;2;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Varanda gourmet]
Apartamento;-46.544765;-23.698144;Baeta Neves;172;644900;520;93;2;3;2;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Salao de festas,Salao de jogos,SPA,Sauna,Varanda gourmet]
Apartamento;-46.552909;-23.718417;Centro;80;259000;300;53;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.548353;-23.685565;Baeta Neves;213;630000;438;94;2;2;1;2;[Academia,Churrasqueira,Cinema,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.545686;-23.705685;Nova Petropolis;0;1600000;1599;241;3;4;3;4;
Apartamento;-46.539655;-23.695476;Baeta Neves;30;79000;360;38;2;1;0;0;
Apartamento;-46.536789;-23.707814;Nova Petropolis;480;240000;350;55;2;1;;1;[Academia,Churrasqueira,Piscina,Playground,Salao de festas,Quadra poliesportiva]
Apartamento;-46.570708;-23.720545;Assuncao;77;240000;323;47;2;1;;1;[Varanda,Academia,Churrasqueira,Playground,Piscina,Salao de jogos]
Apartamento;-46.578983;-23.72284;Assuncao;62;230000;230;56;2;1;0;1;
Apartamento;-46.547447;-23.710907;Centro;162;1500;1280;126;3;3;1;3;[Varanda,Area de servico]
Apartamento;-46.560023;-23.711771;Vila Goncalves;50;220000;250;47;2;1;0;1;[Varanda,Salao de jogos,Area de servico]
Apartamento;-46.543052;-23.697861;Baeta Neves;250;880000;700;130;3;4;3;2;[Churrasqueira,Varanda gourmet,Piscina,Area de servico]
Apartamento;-46.544894;-23.698359;Baeta Neves;0;565094;570;96;3;3;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.551647;-23.688992;Centro;310;1115000;935;156;3;5;3;3;[Churrasqueira,Salao de festas,Quadra poliesportiva,Academia,Salao de jogos,Playground,Piscina,Jardim]
Apartamento;-46.566637;-23.671353;Jardim Hollywood;0;407715;0;75;3;1;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.55384;-23.712507;Vila Goncalves;0;462000;511;82;3;2;1;2;
Apartamento;-46.544765;-23.698144;Baeta Neves;182;605000;630;116;3;5;3;2;[Churrasqueira,Espaco gourmet,Academia,Playground,Piscina,Quadra poliesportiva,Salao de festas]
Apartamento;-46.550959;-23.690139;Centro;150;892999;700;155;3;4;3;3;[Churrasqueira,Jardim,Varanda,Academia,Cinema,Piscina,Playground,Quadra poliesportiva,Salao de jogos,Salao de festas,Sauna]
Apartamento;-46.545205;-23.718758;Centro;94;380000;275;85;2;2;1;2;[Salao de festas]
Apartamento;-46.553508;-23.743546;Demarchi;50;310000;580;60;2;2;;1;[Churrasqueira,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Jardim,Academia,Churrasqueira,Cinema,Espaco gourmet,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.564756;-23.666285;Vila Caminho do Mar;860;330000;340;56;2;1;0;1;[Piscina]
Apartamento;-46.592416;-23.653962;Taboao;80;190000;385;52;2;1;0;1;[Area de servico]
Apartamento;-46.567505;-23.666173;Vila Caminho do Mar;60;420000;350;87;3;1;1;1;
Apartamento;-46.571398;-23.681668;Chacara Sergipe;700;295000;460;209;3;4;;2;[Academia,Quadra poliesportiva,Playground,Varanda,Salao de festas]
Apartamento;-46.572042;-23.723768;Assuncao;110;450000;350;65;3;1;1;2;[Varanda,Area de servico]
Apartamento;-46.544535;-23.691645;Baeta Neves;0;550000;360;130;2;2;1;2;[Churrasqueira,Varanda gourmet]
Apartamento;-46.544821;-23.716058;Jardim Portugal;0;385000;680;80;3;2;1;2;[Academia,Churrasqueira,Jardim,Playground,Salao de festas,Sauna,Varanda]
Apartamento;-46.560142;-23.73251;Parque Espacial;43;200000;214;49;2;1;;1;[Churrasqueira,Salao de festas,Playground]
Apartamento;-46.566637;-23.671353;Jardim Hollywood;1000;380000;450;62;2;2;1;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.569163;-23.668121;Vila Mussolini;120;494000;680;96;3;3;1;2;[Jardim,Salao de festas]
Apartamento;-46.545591;-23.707212;Nova Petropolis;1600;843000;480;106;2;3;2;2;[Playground,Academia,Salao de jogos,Area de servico]
Apartamento;-46.572249;-23.724298;Assuncao;636;220000;482;56;2;1;1;1;[Piscina]
Apartamento;-46.560142;-23.73251;Parque Espacial;48;189990;214;48;2;1;0;1;[Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.545667;-23.719641;Centro;1815;550000;4;153;3;3;1;2;[Varanda gourmet]
Apartamento;-46.563666;-23.68983;Jardim Chacara Inglesa;0;780000;0;127;3;4;3;2;
Apartamento;-46.547632;-23.748762;Parque Terra Nova II;720;230000;330;50;2;1;0;1;[Playground,Salao de festas]
Apartamento;-46.552736;-23.688714;Centro;0;420000;420;71;3;2;1;3;[Churrasqueira,Espaco gourmet,Jardim,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Academia,Varanda gourmet]
Apartamento;-46.560004;-23.712079;Vila Goncalves;68;223000;390;53;2;1;0;1;
Apartamento;-46.54684;-23.712533;Centro;70;245000;350000;53;2;1;1;1;[Churrasqueira,Playground,Quadra poliesportiva,Salao de festas,Piscina]
Apartamento;-46.563666;-23.68983;Jardim Chacara Inglesa;0;940000;0;151;4;4;3;2;
Apartamento;-46.546407;-23.69154;Baeta Neves;56;300000;280;80;3;2;0;1;[Churrasqueira]
Apartamento;-46.530803;-23.724305;Santa Terezinha;0;210000;360;50;2;1;0;1;[Churrasqueira,Area de servico]
Apartamento;-46.544547;-23.698246;Baeta Neves;1000;550000;600;93;3;1;1;2;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Espaco gourmet,Cinema,Jardim,Piscina,Playground,Salao de jogos,Salao de festas,Quadra poliesportiva,Sauna,Varanda gourmet]
Apartamento;-46.558484;-23.74368;Demarchi;65;230000;400;50;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Playground,Salao de festas]
Apartamento;-46.562275;-23.690187;Centro;0;220000;850;37;1;1;1;1;[Salao de festas,Espaco gourmet]
Apartamento;-46.568396;-23.657726;Rudge Ramos;120;350000;400;59;2;4;1;3;[Churrasqueira]
Apartamento;-46.557402;-23.738996;Jardim das Quatro Marias;0;295000;0;60;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.542298;-23.697403;Baeta Neves;800;316000;450;62;3;2;;1;[Churrasqueira,Piscina,Piscina infantil,Playground,Quadra poliesportiva,Salao de festas,Academia,Salao de jogos]
Apartamento;-46.577702;-23.724126;Jardim Colonial;0;278000;350;54;2;1;0;1;[Churrasqueira,Piscina,Playground,Quadra poliesportiva,Salao de festas,Academia,Salao de jogos]
Apartamento;-46.564739;-23.667983;Vila Caminho do Mar;2700;890000;1200;204;4;4;2;3;[Churrasqueira,Varanda,Jardim,Area de servico]
Apartamento;-46.550959;-23.690139;Centro;260;885000;790;123;3;1;2;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.540948;-23.700832;Baeta Neves;1200;275000;380;54;2;1;0;1;[Salao de jogos,Jardim,Varanda gourmet,Espaco gourmet,Academia,Salao de festas,Playground]
Apartamento;-46.580055;-23.64687;Rudge Ramos;0;253000;0;50;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.542406;-23.703172;Nova Petropolis;690;4000000;1500;408;4;6;4;5;[Churrasqueira,Varanda gourmet,Piscina,Varanda,Sauna,Area de servico]
Apartamento;-46.568757;-23.707047;Planalto;77;291000;300;48;2;1;0;1;[Churrasqueira,Salao de festas,Salao de jogos,Piscina,Quadra poliesportiva,Playground,Academia]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Piscina,Jardim,Quadra poliesportiva,Playground,Salao de jogos,Salao de festas,Varanda]
Apartamento;-46.558704;-23.709419;Vila Lusitânia;190;499000;550;81;3;4;3;2;[Churrasqueira,Piscina,Varanda,Salao de jogos]
Apartamento;-46.553585;-23.716592;Centro;80;1100;560;73;3;1;1;2;[Varanda,Salao de festas]
Apartamento;-46.564533;-23.671342;Rudge Ramos;0;363298;0;63;2;1;1;2;[Academia,Churrasqueira,Cinema,Jardim,Espaco gourmet,Piscina,Playground,Salao de festas,Quadra poliesportiva,Salao de jogos]
Apartamento;-46.545686;-23.705685;Nova Petropolis;0;650000;300;135;4;3;4;2;
Apartamento;-46.568513;-23.707724;Planalto;204;640000;580;107;3;3;1;2;[CLOSET,Varanda gourmet,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA]
Apartamento;-46.545355;-23.705871;Nova Petropolis;0;425000;0;84;3;2;1;2;[Academia,Churrasqueira,Playground,Salao de festas,Salao de jogos]
Apartamento;-46.550959;-23.690139;Centro;3000;785000;800;123;3;3;1;2;[Varanda,Academia,Churrasqueira,Espaco gourmet,Playground,Piscina,Quadra poliesportiva,Cinema,Salao de jogos,Varanda gourmet,Sauna]
Apartamento;-46.559871;-23.683769;Vila Marlene;175;880000;750;130;3;2;2;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Varanda gourmet]
Apartamento;-46.563666;-23.68983;Jardim Chacara Inglesa;0;798000;770;127;3;4;3;2;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Area de servico,Varanda,Varanda gourmet]
Apartamento;-46.581551;-23.695784;Independência;0;473000;550;70;2;2;1;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Area de servico,Varanda,Varanda gourmet]
Apartamento;-46.534329;-23.722626;Santa Terezinha;700;265000;400;56;2;1;;1;
Apartamento;-46.572249;-23.724298;Assuncao;80;235000;400;54;2;1;0;1;[Piscina]
Apartamento;-46.571168;-23.73173;Dos Casa;84;255000;382;57;2;1;0;1;[Churrasqueira,Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.561622;-23.691372;Jardim Chacara Inglesa;85;420000;790;117;3;3;1;1;[Academia,Salao de festas,Playground,Salao de jogos,Area de servico]
Apartamento;-46.57918;-23.715388;Assuncao;884;280000;500;62;3;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Piscina,Quadra poliesportiva,Salao de jogos]
Apartamento;-46.555094;-23.696181;Jardim do Mar;180;580000;1000;130;3;2;3;2;[Varanda,Academia,Churrasqueira,Espaco gourmet,Playground,Piscina,Quadra poliesportiva,Salao de jogos,SPA,Varanda gourmet,Sauna]
Apartamento;-46.560301;-23.681849;Anchieta;0;335000;480;72;2;1;0;1;[Jardim,Salao de festas]
Apartamento;-46.560142;-23.73251;Parque Espacial;48;189900;214;48;2;1;0;1;[Churrasqueira,Quadra poliesportiva,Salao de festas]
Apartamento;-46.550959;-23.690139;Centro;150;891999;700;155;3;4;3;3;[Churrasqueira,Jardim,Varanda,Academia,Cinema,Piscina,Playground,Quadra poliesportiva,Salao de jogos,Salao de festas,Sauna]
Apartamento;-46.558704;-23.709419;Vila Lusitânia;0;515000;0;91;3;2;2;2;[Academia,Churrasqueira,Cinema,Piscina,Playground,Quadra poliesportiva,Salao de jogos,Salao de festas,Sauna]
Apartamento;-46.559716;-23.734388;Demarchi;39;245000;495;55;2;1;0;1;[Piscina]
Apartamento;-46.533032;-23.715296;Santa Terezinha;40;149900;200;46;2;1;0;1;
Apartamento;-46.560405;-23.68378;Vila Marlene;0;469800;0;77;2;2;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Salao de festas,Salao de jogos,Area de servico,Varanda,Varanda gourmet]
Apartamento;-46.562121;-23.717476;Assuncao;50;245000;250;60;2;1;;1;[Varanda]
Apartamento;-46.547742;-23.687349;Baeta Neves;120;820000;700;106;3;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Varanda gourmet]
Apartamento;-46.532572;-23.726157;Ferrazopolis;1050;565000;0;600;3;1;0;1;
Apartamento;-46.557423;-23.723207;Assuncao;0;230000;0;60;2;1;0;1;
Apartamento;-46.549441;-23.685752;Centro;1459;454999;380;77;2;2;1;1;[Academia,Churrasqueira,Cinema,Jardim,Espaco gourmet,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.571549;-23.722685;Assuncao;0;245000;330;70;2;1;0;1;[Churrasqueira,Area de servico]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Jardim,Piscina,Playground,Quadra poliesportiva,Espaco gourmet,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.545591;-23.707212;Nova Petropolis;175;600000;535;106;3;1;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Varanda gourmet]
Apartamento;-46.556123;-23.68236;Vila Dayse;0;261000;250;49;2;1;0;1;[Varanda gourmet]
