tipo;longitude;latitude;bairro;iptu;preco;condominio;area;quartos;banheiros;suites;vagas;caracteristicas
Apartamento;-46.546069;-23.69314;Baeta Neves;110;410000;450;70;2;2;1;1;[Playground,Academia,Salao de jogos,Salao de festas,Jardim,Area de servico]
Apartamento;-46.548466;-23.704556;Nova Petropolis;150;900000;900;145;3;2;3;3;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Varanda gourmet]
Apartamento;-46.573697;-23.684186;Jordanopolis;650;240000;152;62;2;2;0;1;
Apartamento;-46.567902;-23.671477;Rudge Ramos;0;407715;0;74;3;2;1;2;[Churrasqueira,Jardim,Espaco gourmet,Academia,Salao de festas,Piscina,Quadra poliesportiva,Varanda,Area de servico,Playground,Cinema,Piscina adulto,Piscina infantil,Cinema,Salao de jogos]
Apartamento;-46.546321;-23.692796;Baeta Neves;0;519000;650;101;3;2;1;2;[Churrasqueira,Academia,Jardim,Salao de festas,Salao de jogos,Quadra poliesportiva,Playground,Varanda gourmet]
Apartamento;-46.544436;-23.691966;Baeta Neves;0;360000;679;75;3;2;1;2;[Area de servico]
Apartamento;-46.554372;-23.71827;Vl S Rita De Cassia;121;430000;637;71;3;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.571591;-23.70807;Planalto;864;300000;320;54;2;2;1;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.560142;-23.73251;Parque Espacial;450;190000;229;42;2;2;0;3;
Apartamento;-46.542871;-23.704683;Nova Petropolis;4500;1950000;971;242;3;5;3;3;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Sauna,Varanda gourmet]
Apartamento;-46.568874;-23.698922;Planalto;765;275000;322;55;2;1;1;1;[Piscina]
Apartamento;-46.542409;-23.703172;Nova Petropolis;400;1598200;1022;242;4;6;3;3;[Academia,Quadra poliesportiva,Churrasqueira,Espaco gourmet,Piscina,Playground,Varanda,Salao de festas,Salao de jogos,Sauna]
Apartamento;-46.554462;-23.718112;Vila Santa Rita de Cassia;696;224000;420;62;2;2;;1;
Apartamento;-46.580055;-23.64687;Rudge Ramos;0;253000;0;50;2;1;1;1;[Academia,Espaco gourmet,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Churrasqueira]
Apartamento;-46.580064;-23.646796;Rudge Ramos;0;243880;0;50;2;2;1;1;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.542433;-23.714705;Santa Terezinha;71;315000;400;60;2;1;0;1;[Varanda]
Apartamento;-46.56028;-23.73372;Demarchi;0;298000;0;67;3;1;0;1;[Academia,Churrasqueira,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.560163;-23.708033;Vila Duzzi;85;289000;510;72;2;2;0;1;[Churrasqueira,Salao de festas,Salao de jogos,Quadra poliesportiva,Playground,Academia]
Apartamento;-46.550194;-23.688963;Centro;3300;850000;641;123;3;3;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.5355;-23.704569;Baeta Neves;80;340000;420;64;3;1;0;2;[Varanda,Churrasqueira,Espaco gourmet,Playground,Piscina,Salao de festas]
Apartamento;-46.544547;-23.698246;Baeta Neves;2937;230000;780000;118;3;2;1;2;[Sauna,SPA,Salao de jogos,Salao de festas,Quadra poliesportiva,Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Varanda gourmet]
Apartamento;-46.568248;-23.672934;Jardim Paramount;450;419900;430;74;3;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.557402;-23.738996;Jardim das Quatro Marias;0;295000;0;60;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Area de servico,Varanda]
Apartamento;-46.556408;-23.707985;Vila Dusi;1000;360000;430;64;2;2;1;1;[Academia,Playground,Quadra poliesportiva,Churrasqueira,Cinema,Espaco gourmet,Piscina,Varanda,Salao de festas,Salao de jogos,Sauna]
Apartamento;-46.555472;-23.701385;Centro;1500;258000;350;55;2;1;0;1;[Academia,Churrasqueira,Jardim,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.551647;-23.688992;Centro;680;760000;0;123;3;4;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.539607;-23.698943;Baeta Neves;0;270000;0;55;2;1;0;1;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Salao de festas,Salao de jogos,Area de servico,Varanda gourmet]
Apartamento;-46.557402;-23.738996;Jardim das Quatro Marias;0;295000;0;60;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Area de servico,Varanda]
Apartamento;-46.561093;-23.685387;Jardim do Mar;0;1150000;600;150;3;4;3;2;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Playground,Piscina,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Area de servico,Varanda]
Apartamento;-46.544499;-23.719145;Centro;1200;455000;788;105;3;2;2;2;[Churrasqueira,Piscina,Varanda,Sauna,Area de servico]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Jardim,Espaco gourmet,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.548942;-23.699579;Baeta Neves;90;364900;450;64;3;2;1;2;[SPA,Sauna,Salao de jogos,Salao de festas,Quadra poliesportiva,Playground,Piscina,Jardim,Espaco gourmet,Churrasqueira,Academia]
Apartamento;-46.565381;-23.66356;Rudge Ramos;0;390000;600;75;3;2;1;2;[Varanda]
Apartamento;-46.554468;-23.705997;Vila Dusi;89;335000;600;75;3;2;1;1;[Salao de festas,Salao de jogos]
Apartamento;-46.545662;-23.712622;Centro;1500;525000;500;84;3;2;1;2;[Varanda,Area de servico,Churrasqueira,Jardim,Espaco gourmet,Academia,Salao de festas,Playground,Piscina,Quadra poliesportiva,Cinema,Piscina adulto,Piscina infantil,Cinema,Salao de jogos,Sauna,SPA]
Apartamento;-46.546407;-23.69154;Baeta Neves;350;290000;280;80;3;2;0;1;
Apartamento;-46.55199;-23.689555;Centro;165;429000;465;77;2;3;1;1;[Churrasqueira,Espaco gourmet,Academia,Playground,Piscina,Quadra poliesportiva,Salao de festas]
Apartamento;-46.544499;-23.719145;Centro;700;1950000;1100;620;5;7;1;4;[Churrasqueira,Salao de festas,Quadra poliesportiva,Academia,Salao de jogos,Playground,Jardim,Area de servico]
Apartamento;-46.560565;-23.735128;Jd N Sra De Fatima;60;280000;460;57;2;1;;1;[Academia,Playground,Piscina]
Apartamento;-46.535413;-23.703139;Baeta Neves;56;240000;414;61;2;1;0;1;[Playground,Salao de festas]
Apartamento;-46.533568;-23.725133;Vila do Tanque;600;200000;280;48;2;1;0;1;[Churrasqueira,Salao de festas,Piscina]
Apartamento;-46.559887;-23.71176;Vila Goncalves;700;250000;420;54;2;1;0;1;[Academia,Churrasqueira,Jardim,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna]
Apartamento;-46.581643;-23.696158;Jardim Brasilia;600;225000;420;52;2;1;;1;[Playground,Salao de festas]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.553483;-23.736873;Demarchi;870;230000;400;55;2;1;0;1;[Salao de festas]
Apartamento;-46.568279;-23.65435;Rudge Ramos;0;250000;353;69;2;1;0;1;
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;0;249900;0;51;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda]
Apartamento;-46.548224;-23.712776;Centro;60;699000;440;101;2;3;2;2;
Apartamento;-46.536912;-23.697413;Baeta Neves;463;172000;190;52;2;1;0;1;
Apartamento;-46.557939;-23.722365;Vila Marchi;60;215000;270;50;2;1;0;1;
Apartamento;-46.557402;-23.738996;Jardim das Quatro Marias;0;295000;0;60;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.566637;-23.671353;Jardim Hollywood;0;407715;0;73;3;2;1;2;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,SPA,Sauna,Area de servico,Varanda gourmet]
Apartamento;-46.563666;-23.68983;Jardim Chacara Inglesa;333;818000;770;127;3;3;1;2;[Churrasqueira,Piscina,Espaco gourmet,Piscina infantil,Playground,Quadra poliesportiva,Cinema,Salao de festas,Academia,Salao de jogos,SPA,Varanda gourmet,Varanda,Sauna]
Apartamento;-46.544499;-23.719145;Centro;130;450000;650;80;3;2;1;1;[Churrasqueira,Piscina,Varanda,Sauna,Area de servico]
Apartamento;-46.543703;-23.700193;Baeta Neves;2937;230000;780000;56;2;1;0;1;
Apartamento;-46.566637;-23.671353;Jardim Hollywood;0;407715;0;75;3;2;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.584353;-23.718171;Alves Dias;100;280000;240;71;2;1;0;1;
Apartamento;-46.560693;-23.735656;Vl Galvao Bueno;550;190000;400;54;2;1;;1;[Churrasqueira,Jardim,Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.57489;-23.650293;Rudge Ramos;80;335000;380;67;3;1;0;1;[Churrasqueira,Playground,Salao de jogos]
Apartamento;-46.572042;-23.723768;Assuncao;960;330000;372;52;2;1;;1;[Varanda,Academia,Churrasqueira,Playground,Piscina]
Apartamento;-46.56875;-23.729347;Dos Casa;62;290000;250;48;2;1;0;1;[Academia,Churrasqueira,Piscina,Quadra poliesportiva,Salao de festas,Varanda]
Apartamento;-46.592415;-23.653961;Taboao;815;230000;320;50;2;1;0;1;[Varanda,Area de servico,Salao de festas,Churrasqueira,Playground,Quadra poliesportiva]
Apartamento;-46.559887;-23.71176;Vila Goncalves;68;219000;391;56;2;1;0;1;[Churrasqueira,Academia,Salao de festas]
Apartamento;-46.573685;-23.65288;Rudge Ramos;588;279000;300;71;2;1;0;0;[Churrasqueira,Salao de festas]
Apartamento;-46.560023;-23.711771;Vila Goncalves;65;265000;250;48;2;1;0;1;[Academia,Salao de festas]
Apartamento;-46.571511;-23.689548;Planalto;100;267000;600;59;2;1;0;1;[Piscina]
Apartamento;-46.558704;-23.709419;Vila Lusitânia;0;515000;0;91;3;2;2;2;[Salao de jogos,Churrasqueira,Piscina,Academia,SPA,Playground,Varanda,Sauna]
Apartamento;-46.594387;-23.653816;Taboao;70;260000;350;55;2;1;0;1;[Academia,Espaco gourmet,Jardim,Playground,Salao de festas,Salao de jogos,Quadra poliesportiva]
Apartamento;-46.560354;-23.670172;Rudge Ramos;0;376190;0;63;2;2;1;2;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.566694;-23.718112;Vila Euro;0;298000;340;85;2;1;0;1;[Varanda,Area de servico]
Apartamento;-46.559307;-23.681051;Parque Sao Diogo;1800;750000;600;123;3;1;1;2;
Apartamento;-46.560023;-23.711771;Vila Goncalves;780;266000;250;48;2;1;;1;[Varanda,Salao de festas]
Apartamento;-46.53561;-23.722071;Santa Terezinha;45;169000;290;44;2;1;0;1;
Apartamento;-46.554838;-23.724272;Bairro dos Casas;0;216670;0;42;2;1;0;1;[Academia,Churrasqueira,Piscina,Playground,Salao de festas,Quadra poliesportiva,Salao de jogos]
Apartamento;-46.564954;-23.691606;Jardim Sao Francisco;94;1200;505;69;3;2;0;1;[Churrasqueira,Varanda gourmet,Piscina]
Apartamento;-46.544499;-23.719145;Centro;0;458000;0;104;3;2;1;2;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.573411;-23.653146;Rudge Ramos;800;250000;250;50;2;1;1;1;[Piscina infantil,Piscina adulto,Espaco gourmet,Jardim,Playground,Piscina,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Area de servico,Varanda,Varanda gourmet]
Apartamento;-46.550777;-23.688307;Centro;250;1299900;1000;180;3;5;3;3;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.544499;-23.719145;Centro;100;510000;700;104;2;2;2;2;
Apartamento;-46.554975;-23.738524;Demarchi;0;300000;0;49;2;1;0;1;[Piscina]
Apartamento;-46.610742;-23.65916;Vila Santa Luzia;2500;589900;670;55;2;3;0;1;[Varanda,Espaco gourmet,Academia,Playground,Salao de festas,Varanda gourmet]
Apartamento;-46.566637;-23.671353;Jardim Hollywood;0;483812;500;74;2;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Varanda gourmet]
Apartamento;-46.550959;-23.690139;Centro;400;1500000;980;155;3;4;3;3;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.545671;-23.716908;Jardim Portugal;90;440000;529;74;2;2;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.571021;-23.708088;Planalto;900;315102;460;65;3;1;0;1;[Academia,Churrasqueira,Jardim,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.555824;-23.710705;Vila Lusitânia;0;279000;0;55;2;2;0;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.541688;-23.687596;Baeta Neves;80;1400;385;53;2;1;0;1;[Churrasqueira,Espaco gourmet,Piscina,Varanda,Area de servico]
Apartamento;-46.547732;-23.70184;Nova Petropolis;60;210000;300;47;2;1;0;1;[Churrasqueira,Playground,Quadra poliesportiva,Salao de festas,Piscina]
Apartamento;-46.561296;-23.695649;Jardim do Mar;150;550000;770;105;2;3;2;2;[Churrasqueira,Cinema,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna]
Apartamento;-46.558704;-23.709419;Vila Lusitânia;1699;470000;540;70;2;2;1;1;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Area de servico,Varanda,Varanda gourmet]
Apartamento;-46.557402;-23.738996;Jardim das Quatro Marias;0;295000;0;60;2;1;0;1;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Area de servico]
Apartamento;-46.54559;-23.718372;Centro;0;510000;900;103;3;3;1;2;[Piscina]
Apartamento;-46.574514;-23.656623;Rudge Ramos;100;240000;250;44;1;1;0;1;
Apartamento;-46.561093;-23.685387;Jardim do Mar;0;1150000;700;150;3;5;3;3;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Quadra poliesportiva,Salao de jogos,Varanda gourmet]
Apartamento;-46.581701;-23.697921;Independência;88;260000;367;60;2;1;1;1;[Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.54835;-23.698501;Baeta Neves;262;598000;535;102;3;2;1;2;[Varanda,Academia,Cinema,Piscina,Playground,Quadra poliesportiva,Salao de jogos,Salao de festas,Sauna]
Apartamento;-46.569774;-23.666737;Vila Mussolini;0;397000;0;78;2;2;2;0;[Churrasqueira,Varanda gourmet,Area de servico]
Apartamento;-46.545591;-23.707212;Nova Petropolis;175;600000;530;106;3;3;1;2;[Academia,Churrasqueira,Espaco gourmet,Cinema,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.561093;-23.685387;Jardim do Mar;2500;975000;800;150;3;1;3;3;[Piscina infantil,Piscina adulto,Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Area de servico,Varanda,Varanda gourmet]
Apartamento;-46.568785;-23.698237;Planalto;73;239900;250;51;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.539299;-23.720883;Santa Terezinha;0;225000;270;53;2;1;0;1;
Apartamento;-46.538634;-23.693594;Baeta Neves;0;275000;390;65;3;1;0;1;
Apartamento;-46.542873;-23.697398;Baeta Neves;850;279000;380;52;2;1;0;1;[Academia,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.548353;-23.685565;Baeta Neves;2500;589900;670;94;3;2;1;2;[Varanda,Churrasqueira,Playground,Piscina,Varanda gourmet]
Apartamento;-46.561296;-23.695649;Jardim do Mar;84;575000;770;106;3;3;2;3;[Salao de jogos]
Apartamento;-46.538189;-23.704263;Nova Petropolis;810;279000;456;76;2;1;0;1;
Apartamento;-46.574478;-23.724403;Assuncao;0;342000;537;77;2;1;0;1;[Churrasqueira,Varanda,Area de servico]
Apartamento;-46.549441;-23.685752;Centro;2072;569336;550;94;3;3;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Salao de jogos,Salao de festas,Quadra poliesportiva,SPA,Sauna,Varanda gourmet]
Apartamento;-46.54105;-23.687997;Baeta Neves;55;279000;280;59;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Piscina,Playground,Salao de festas,Salao de jogos]
Apartamento;-46.555476;-23.718196;Centro;0;341000;450;71;3;2;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.578072;-23.652629;Vila America;1320;498000;181;84;3;2;1;2;[Area de servico,Varanda]
Apartamento;-46.554372;-23.71827;Vl S Rita De Cassia;0;346627;380;71;2;2;1;2;[Churrasqueira,Espaco gourmet,Academia,Jardim,Salao de festas,Playground,Piscina,Quadra poliesportiva,Piscina adulto,Piscina infantil,Varanda,Area de servico,Salao de jogos]
Apartamento;-46.544436;-23.691966;Baeta Neves;90;319900;450;62;2,3;2;2;2;[Varanda,Area de servico,Churrasqueira,Jardim,Espaco gourmet,Academia,Salao de festas,Playground,Piscina,Quadra poliesportiva,Piscina adulto,Piscina infantil,Salao de jogos]
Apartamento;-46.578049;-23.649175;Rudge Ramos;550;375000;450;55;3;2;1;2;[Churrasqueira,Academia,Playground,Piscina,Quadra poliesportiva,Salao de festas]
Apartamento;-46.561093;-23.685387;Jardim do Mar;2726;958000;600;150;3;4;3;3;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,Varanda gourmet]
Apartamento;-46.54835;-23.698501;Baeta Neves;280;630000;650;102;3;2;1;2;[Churrasqueira,Academia,Cinema,Piscina,Playground,Quadra poliesportiva,Salao de jogos,Salao de festas,Sauna]
Apartamento;-46.544462;-23.71246;Ferrazopolis;1;205000;370;53;2;1;0;1;[Playground,Quadra poliesportiva,Salao de festas]
Apartamento;-46.544765;-23.698144;Baeta Neves;211;848000;790;116;3;3;3;2;[Churrasqueira,Varanda gourmet,Piscina,Varanda,Sauna,Area de servico]
Apartamento;-46.544499;-23.719145;Centro;0;360000;0;71;2;2;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA]
Apartamento;-46.559909;-23.730386;Demarchi;49;220000;215;47;2;1;0;1;
Apartamento;-46.548105;-23.71201;Centro;1915;549000;798;116;3;3;1;2;[Churrasqueira,Jardim,Playground,Salao de festas,Salao de jogos]
Apartamento;-46.603123;-23.658289;Taboao;0;232000;320;45;2;1;0;1;[Churrasqueira,Area de servico]
Apartamento;-46.530803;-23.724305;Santa Terezinha;50;225000;430;53;2;1;;1;[Salao de festas,Quadra poliesportiva,Academia]
Apartamento;-46.561093;-23.685387;Jardim do Mar;230;960000;600;150;3;4;3;3;[SPA,Sauna,Salao de jogos,Salao de festas,Quadra poliesportiva,Playground,Piscina,Jardim,Espaco gourmet,Churrasqueira,Academia,Cinema,Varanda gourmet]
Apartamento;-46.535081;-23.708226;Vila Antunes;90;230000;380;44;2;1;0;1;
Apartamento;-46.543286;-23.713533;Centro;0;329113;0;55;2;1;0;1;[Churrasqueira,Academia,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Area de servico]
Apartamento;-46.544436;-23.691966;Baeta Neves;90;319900;450;77;3;3;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.546564;-23.717677;Centro;148;560000;697;98;3;2;1;2;[Churrasqueira,Piscina,Sauna,Varanda,Playground,Quadra poliesportiva,Academia,Salao de jogos]
Apartamento;-46.544499;-23.719145;Centro;1200;437000;600;80;3;1;1;0;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Salao de festas,Quadra poliesportiva,Salao de jogos,Sauna,SPA]
Apartamento;-46.555013;-23.701216;Jardim Olavo Bilac;80;289000;0;70;3;2;1;1;[Churrasqueira,Varanda,Area de servico]
Apartamento;-46.557402;-23.738996;Jardim das Quatro Marias;0;295000;0;60;2;1;0;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Area de servico]
Apartamento;-46.562576;-23.692165;Jardim Chacara Inglesa;900;450000;515;84;3;1;1;1;[Academia,Salao de festas,Salao de jogos]
Apartamento;-46.604913;-23.660937;Taboao;0;278000;300;54;2;1;0;1;[Playground,Piscina,Varanda,Academia,Salao de festas,Espaco gourmet,Churrasqueira,Piscina infantil,Salao de jogos]
Apartamento;-46.570024;-23.707679;Planalto;1190;550000;520;90;3;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.560354;-23.670172;Rudge Ramos;0;373140;0;63;2;2;1;2;[Academia,Churrasqueira,Cinema,Jardim,Espaco gourmet,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Varanda gourmet]
Apartamento;-46.560565;-23.735128;Jd N Sra De Fatima;46;240000;460;57;2;1;;1;[Academia,Playground,Piscina]
Apartamento;-46.560405;-23.68378;Vila Marlene;0;469900;0;77;3;2;1;2;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Salao de festas,Salao de jogos,Area de servico]
Apartamento;-46.538926;-23.718424;Santa Terezinha;0;250000;400;56;2;1;0;1;
Apartamento;-46.612194;-23.667085;Taboao;0;260000;445;56;2;1;0;1;[Churrasqueira,Piscina,Area de servico]
Apartamento;-46.552033;-23.692258;Centro;0;500000;570;60;2;2;1;1;[Academia,Churrasqueira,Espaco gourmet,Piscina,Jardim,Playground,Salao de festas,Salao de jogos,Sauna,SPA]
Apartamento;-46.552909;-23.718417;Centro;70;265000;280;50;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA]
Apartamento;-46.577052;-23.726662;Assuncao;2500;589900;670;55;2;3;0;1;[Varanda,Playground,Salao de festas]
Apartamento;-46.563666;-23.68983;Jardim Chacara Inglesa;0;637990;0;95;3;3;1;2;[Academia,Churrasqueira,Espaco gourmet,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.552519;-23.727982;Vila Jerusalem;43;130004;398;63;3;1;0;1;
Apartamento;-46.559716;-23.734388;Demarchi;48;200000;335;56;2;1;0;1;
Apartamento;-46.545585;-23.69544;Baeta Neves;300;770000;700;135;3;4;3;2;[Varanda,Academia,Espaco gourmet,Piscina,SPA]
Apartamento;-46.574031;-23.650969;Vila Normandia;80;340000;500;59;2;2;1;1;[Churrasqueira,Piscina,Varanda,Area de servico]
Apartamento;-46.578049;-23.649175;Rudge Ramos;0;267000;0;50;2;1;1;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.534796;-23.724395;Ferrazopolis;40;170000;240;50;2;1;0;1;[Area de servico]
Apartamento;-46.545591;-23.707212;Nova Petropolis;120;600000;530;106;3;3;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA,Varanda gourmet]
Apartamento;-46.562459;-23.692909;Centro;486;7000;2629;407;5;3;5;8;[Churrasqueira,Piscina,Varanda,Area de servico]
Apartamento;-46.541166;-23.688256;Baeta Neves;87;290000;350;60;2;1;0;1;[Churrasqueira,Piscina,Playground,Jardim,Salao de festas,Salao de jogos]
Apartamento;-46.552909;-23.718417;Centro;70;245000;350000;50;2;1;0;1;[Academia,Churrasqueira,Cinema,Espaco gourmet,Piscina,Jardim,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA]
Apartamento;-46.557152;-23.684873;Centro;460;3500000;2200;300;4;5;4;4;
Apartamento;-46.567974;-23.660423;Vila Mariza;80;320000;600;73;3;1;1;1;[Salao de festas]
Apartamento;-46.554372;-23.71827;Vl S Rita De Cassia;100;419900;500;71;3;2;1;1;[Academia,Churrasqueira,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos]
Apartamento;-46.568248;-23.672934;Jardim Paramount;0;376190;0;64;2;2;1;2;[Academia,Churrasqueira,Cinema,Espaco gourmet,Jardim,Piscina,Playground,Quadra poliesportiva,Salao de festas,Salao de jogos,Sauna,SPA]
